1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
0	0	0	39.08782902	37.25198449	33.1901785	33.73775091	28.70362679	28.17703572	25.93667032	18.95416178	13.96053704	18.49075059	23.24879983	14.54511013	11.26250361	14.32547613	13.26988528	13.56045994	12.8646216	10.71161184	11.25690074	10.84038809	10.83847501	9.942111643	11.56734786	12.52203946	15.50249493	18.75342285	15.27788167	10.5178903	10.65631936	10.14325957	8.16595463	8.945095255	8.532496021	7.681348021	8.293436073	7.105342082	6.69019422	6.058121221	6.235404084	5.776309677	5.01490134	4.820928998	3.89836058	3.434431229	3.425970959	2.441952676	2.282876544	2.491043371	3.005694105	3.005310474	2.994705894	2.764930603	2.965317588	3.166924685	2.990205316	2.885393719	2.105863067	1.428753573	1.673354004	1.767081247
